onset	duration	valence	arousal	anxiety
0	30	-2	2	1
30	30	-2	3	2
60	30	2	3	1
90	30	3	3	0
120	30	1	1	0
150	30	-2	3	2
180	30	-2	3	2
210	30	-1	2	0
240	30	-2	3	2
270	30	-2	3	1
300	30	1	2	0
330	30	2	3	0
360	30	2	3	0
390	30	2	3	0
420	30	-2	2	1
450	30	-1	3	0
480	30	0	2	0
510	30	1	1	0
540	30	2	3	0
570	30	1	3	0
600	30	2	2	0
630	30	0	1	0
660	30	0	1	0
690	30	0	1	0
720	30	0	1	0
750	30	0	2	0
780	30	1	1	0
810	30	0	1	0
840	30	1	1	0
870	16.4932	1	2	0
