onset	duration	valence	arousal	anxiety
0	30	3	1	0
30	30	2	0	0
60	30	2	0	0
90	30	1	0	0
120	30	1	0	0
150	30	0	0	0
180	30	1	1	0
210	30	2	0	0
240	30	0	0	0
270	30	0	0	0
300	30	1	0	0
330	30	-1	1	1
360	30	-1	0	0
390	30	0	0	0
420	30	-2	1	1
450	30	-2	1	2
480	30	-2	2	1
510	30	-3	3	1
540	30	-3	1	0
570	30	-1	0	1
600	30	-1	0	0
630	30	1	0	0
660	30	-2	2	0
690	30	0	0	1
720	30	1	0	1
750	30	-2	1	2
780	30	3	1	0
810	30	-1	1	1
840	30	2	1	0
870	30	0	0	0
900	11.0965	-1	1	2
