onset	duration	valence	arousal	anxiety
0	30	-1	3	2
30	30	-2	3	3
60	30	-2	2	1
90	30	0	2	2
120	30	1	3	1
150	30	1	2	1
180	30	-1	3	2
210	30	1	3	1
240	30	0	2	1
270	30	1	3	1
300	30	1	2	1
330	30	-1	3	3
360	30	-1	3	2
390	30	-2	4	3
420	30	-2	3	2
450	30	1	2	1
480	30	0	2	3
510	30	-3	3	3
540	30	-1	2	3
570	30	-4	5	4
600	30	-2	3	3
630	30	0	3	2
660	30	1	3	1
690	30	-1	3	2
720	30	-1	4	3
750	30	-1	4	3
780	30	-2	4	3
810	30	-2	4	3
840	30	-2	5	4
870	7.7586	-3	4	4
