onset	duration	valence	arousal	anxiety
0	30	-1	2	2
30	30	-3	3	3
60	30	2	3	2
90	30	3	3	2
120	30	4	3	1
150	30	4	4	1
180	30	2	3	1
210	30	-2	2	1
240	30	2	3	2
270	30	0	5	2
300	30	-2	4	2
330	30	-2	4	1
360	30	-2	4	2
390	30	0	5	2
420	30	-3	4	1
450	30	-2	3	1
480	30	-4	5	1
510	30	-1	1	1
540	30	2	2	2
570	30	3	2	1
600	30	2	2	0
630	30	3	3	0
660	19.402	3	2	0
