onset	duration	valence	arousal	anxiety
0	30	2	3	1
30	30	-4	5	5
60	30	-5	5	5
90	30	-3	5	5
120	30	-3	4	4
150	30	-3	5	4
180	30	-2	5	3
210	30	-4	5	4
240	30	-3	5	5
270	30	-3	5	5
300	30	-4	5	4
330	30	-4	5	5
360	30	-4	5	5
390	30	-4	5	4
420	30	-5	4	3
450	30	-2	3	2
480	30	-2	3	1
510	30	-2	3	2
540	30	-1	1	1
570	30	1	2	1
600	30	3	2	0
630	30	2	2	0
660	30	0	1	1
690	30	2	3	0
720	30	0	2	1
750	30	0	2	1
780	30	-1	3	2
810	30	0	3	2
840	30	0	2	2
870	30	-1	3	3
900	30	1	3	1
930	30	4	4	0
960	21.1023	3	4	0
