onset	duration	valence	arousal	anxiety
0	30	-1	2	0
30	30	1	2	0
60	30	1	2	0
90	30	2	2	0
120	30	0	2	0
150	30	-1	2	1
180	30	-2	2	2
210	30	-2	2	2
240	30	-2	2	1
270	30	-2	2	2
300	30	1	2	0
330	30	2	2	0
360	30	-1	2	0
390	30	0	1	0
420	30	0	1	1
450	30	-1	2	1
480	30	1	2	0
510	30	-1	2	0
540	30	1	2	0
570	30	0	1	0
600	30	0	2	0
630	30	1	2	0
660	30	1	2	0
690	30	-1	2	1
720	30	2	2	0
750	30	1	2	0
780	30	0	2	0
810	30	0	3	0
840	30	1	2	0
870	30	0	2	1
900	30	0	3	0
930	30	0	3	0
960	30	1	3	0
990	20.9745	2	2	0
