onset	duration	valence	arousal	anxiety
0	30	-2	2	1
30	30	-2	2	3
60	30	-3	3	4
90	30	-3	3	1
120	30	1	3	2
150	30	-1	3	1
180	30	1	2	1
210	30	-1	2	4
240	30	-3	3	5
270	30	-3	3	5
300	30	-4	3	5
330	30	-4	5	5
360	30	-5	4	5
390	30	-5	3	2
420	30	-1	3	4
450	30	2	5	5
480	30	2	4	4
510	30	2	5	5
540	30	3	5	5
570	30	1	5	5
600	30	-1	5	5
630	30	-3	4	3
660	30	2	3	2
690	30	-3	4	5
720	30	-4	4	5
750	30	-4	3	5
780	30	1	2	2
810	30	2	2	2
840	30	2	4	1
870	0.363	2	4	1
