onset	duration	valence	arousal	anxiety
0	30	-3	3	3
30	30	-1	3	3
60	30	3	3	2
90	30	3	3	1
120	30	2	2	1
150	30	-1	2	2
180	30	-3	2	3
210	30	2	2	1
240	30	-1	2	2
270	30	-3	4	3
300	30	1	3	2
330	30	2	3	1
360	30	4	4	2
390	30	2	3	2
420	30	-2	3	3
450	30	-3	3	3
480	30	-1	2	2
510	30	2	4	1
540	30	2	4	1
570	30	1	4	3
600	30	2	3	3
630	30	4	3	1
660	30	3	3	1
690	30	3	2	2
720	30	-3	3	2
750	30	2	2	1
780	30	-2	3	2
810	30	-1	2	2
840	30	2	1	0
870	18.2403	-1	2	1
