onset	duration	valence	arousal	anxiety
0	30	-1	1	0
30	30	-2	3	2
60	30	n/a	n/a	n/a
90	30	-3	3	2
120	30	-1	2	3
150	30	-2	2	3
180	30	-1	2	2
210	30	n/a	n/a	n/a
240	30	-2	2	3
270	30	-2	2	2
300	30	-2	2	3
330	30	-3	3	3
360	30	-5	5	5
390	30	-2	3	4
420	30	0	1	1
450	30	1	4	3
480	30	2	4	3
510	30	-3	4	4
540	30	1	4	4
570	30	1	4	3
600	30	-1	4	4
630	30	-3	5	4
660	30	2	3	3
690	30	-2	2	4
720	30	-2	2	2
750	30	-3	4	3
780	30	-3	3	2
810	30	-1	4	2
840	30	1	3	3
870	0.5983	1	3	3
