onset	duration	valence	arousal	anxiety
0	30	1	2	2
30	30	1	2	2
60	30	-1	2	2
90	30	1	3	2
120	30	0	2	1
150	30	-1	3	3
180	30	-2	3	4
210	30	-2	3	4
240	30	-3	3	3
270	30	-1	3	3
300	30	-1	2	1
330	30	-1	2	1
360	30	-2	3	2
390	30	-2	2	2
420	30	-2	3	3
450	30	-3	4	4
480	30	0	1	1
510	30	-1	3	2
540	30	-2	2	1
570	30	-1	2	1
600	30	1	1	2
630	30	1	3	0
660	30	2	2	0
690	30	-2	3	3
720	30	1	2	1
750	30	-1	3	2
780	30	-1	2	1
810	30	3	4	0
840	30	n/a	n/a	n/a
870	30	4	4	0
900	30	4	4	1
930	30	3	3	2
960	17.9383	0	4	3
