onset	duration	valence	arousal	anxiety
0	30	3	2	0
30	30	2	1	0
60	30	-1	2	2
90	30	-2	3	2
120	30	-2	2	2
150	30	-3	3	2
180	30	-3	3	3
210	30	-3	3	4
240	30	-4	4	4
270	30	-2	3	2
300	30	2	3	1
330	30	1	2	1
360	30	-1	2	2
390	30	-1	2	2
420	30	-2	3	2
450	30	-1	2	1
480	30	-2	2	2
510	30	-1	2	2
540	30	-1	2	1
570	30	-2	3	2
600	30	-1	2	1
630	30	1	2	2
660	30	-2	3	2
690	30	-4	4	4
720	30	n/a	n/a	n/a
750	30	-1	3	3
780	30	0	2	1
810	30	1	3	2
840	30	2	4	3
870	30	1	2	3
900	13.926	0	3	3
