onset	duration	valence	arousal	anxiety
0	30	2	2	0
30	30	2	1	0
60	30	2	1	0
90	30	2	1	0
120	30	1	1	0
150	30	1	1	0
180	30	0	1	0
210	30	-1	1	0
240	30	1	1	0
270	30	-2	2	1
300	30	-1	1	0
330	30	-2	2	1
360	30	-2	1	1
390	30	1	0	0
420	30	-2	1	1
450	30	-1	1	1
480	30	-1	1	1
510	30	-2	2	1
540	30	-1	1	1
570	30	-2	1	0
600	30	3	3	0
630	30	3	2	0
660	30	2	2	0
690	30	0	1	1
720	30	1	2	2
750	30	-2	2	2
780	30	3	3	1
810	30	0	1	0
840	30	4	3	0
870	30	3	2	0
900	7.6968	1	1	0
