onset	duration	valence	arousal	anxiety
0	30	5	4	0
30	30	3	5	1
60	30	5	4	0
90	30	4	4	0
120	30	-1	5	3
150	30	1	4	1
180	30	-1	4	2
210	30	3	4	0
240	30	5	4	0
270	30	3	2	0
300	30	1	2	2
330	30	0	2	2
360	30	0	2	1
390	30	1	3	1
420	30	-1	4	3
450	30	1	3	2
480	30	1	2	1
510	30	-1	3	2
540	30	2	3	0
570	30	2	4	1
600	30	1	3	1
630	30	1	2	1
660	30	-1	4	2
690	30	-2	4	3
720	30	-2	4	3
750	30	-2	4	3
780	30	-4	4	4
810	30	0	3	1
840	30	0	1	0
870	30	-1	1	0
900	30	1	2	0
930	30	2	2	0
960	30	2	2	0
990	10.6239	0	1	0
