onset	duration	valence	arousal	anxiety
0	30	-1	4	2
30	30	1	2	1
60	30	0	1	1
90	30	2	1	0
120	30	-1	1	0
150	30	-1	2	1
180	30	-2	2	1
210	30	-2	3	2
240	30	-3	3	2
270	30	-4	3	2
300	30	-3	3	3
330	30	-4	2	2
360	30	-2	2	1
390	30	-1	3	1
420	30	-1	3	1
450	30	-1	2	1
480	30	-1	2	2
510	30	-2	2	1
540	30	0	2	1
570	30	-1	3	1
600	30	-1	3	2
630	30	-2	3	3
660	30	0	3	2
690	30	0	3	4
720	30	-3	3	3
750	30	-4	4	3
780	30	-2	3	2
810	30	-1	3	2
840	30	0	3	2
870	12.0192	-1	3	2
