onset	duration	valence	arousal	anxiety
0	30	-3	2	2
30	30	-2	3	3
60	30	-2	2	1
90	30	-1	1	0
120	30	0	0	0
150	30	-3	3	2
180	30	-3	2	2
210	30	-1	0	1
240	30	-2	2	1
270	30	-2	2	3
300	30	0	2	1
330	30	1	2	0
360	30	2	1	1
390	30	0	0	1
420	30	-2	1	2
450	30	-2	1	0
480	30	0	0	1
510	30	0	1	2
540	30	-1	2	3
570	30	-1	2	2
600	30	-2	1	1
630	30	0	0	0
660	30	0	0	1
690	30	-1	0	0
720	30	-1	0	0
750	30	-1	1	0
780	30	-1	1	1
810	30	1	1	0
840	30	2	0	0
870	18.9956	1	1	1
