onset	duration	valence	arousal	anxiety
0	30	1	3	0
30	30	-1	3	0
60	30	-2	3	0
90	30	2	2	0
120	30	1	1	0
150	30	0	1	0
180	30	2	1	0
210	30	1	1	0
240	30	1	1	0
270	30	-1	2	0
300	30	1	1	0
330	30	-2	2	1
360	30	2	1	0
390	30	1	0	0
420	30	-1	1	1
450	30	-1	1	0
480	30	-2	1	0
510	30	-2	1	1
540	30	-1	1	0
570	30	0	1	0
600	30	1	1	0
630	30	1	1	0
660	30	1	2	0
690	30	1	1	0
720	30	1	1	0
750	30	-1	1	1
780	30	2	2	0
810	30	1	1	0
840	30	2	1	0
870	30	1	1	0
900	9.0445	1	1	0
