onset	duration	valence	arousal	anxiety
0	30	-1	3	1
30	30	-1	3	1
60	30	0	2	0
90	30	0	5	0
120	30	0	4	0
150	30	0	4	0
180	30	0	3	0
210	30	-1	2	0
240	30	0	2	0
270	30	1	3	0
300	30	0	2	0
330	30	0	2	0
360	30	0	2	0
390	30	1	2	0
420	30	0	2	0
450	30	0	1	0
480	30	1	2	0
510	30	-1	2	1
540	30	-1	2	1
570	30	0	4	0
600	30	-1	4	1
630	30	0	3	1
660	30	-1	4	1
690	30	-1	4	2
720	30	0	4	0
750	30	0	3	1
780	30	-1	3	1
810	30	-2	3	2
840	30	-2	3	2
870	30	-2	3	2
900	30	-1	4	2
930	30	1	3	1
960	18.5579	0	4	1
