onset	duration	valence	arousal	anxiety
0	30	-1	2	1
30	30	0	4	0
60	30	0	4	0
90	30	0	4	0
120	30	0	3	0
150	30	0	3	0
180	30	0	3	0
210	30	0	2	0
240	30	0	3	0
270	30	0	4	0
300	30	0	4	0
330	30	0	4	0
360	30	0	4	0
390	30	0	3	0
420	30	0	3	1
450	30	0	3	0
480	30	0	4	0
510	30	1	5	0
540	30	-1	4	1
570	30	-1	3	2
600	30	1	3	0
630	30	1	3	0
660	30	-1	3	1
690	30	0	3	1
720	30	-2	3	2
750	30	-2	3	2
780	30	0	2	0
810	30	-1	2	1
840	30	-1	3	1
870	30	0	2	1
900	30	-1	2	1
930	30	-1	3	1
960	5.3846	0	2	0
