onset	duration	valence	arousal	anxiety
0	30	3	4	0
30	30	2	4	2
60	30	0	3	1
90	30	0	3	1
120	30	0	4	2
150	30	0	3	0
180	30	0	3	1
210	30	1	3	1
240	30	0	3	1
270	30	1	3	0
300	30	1	3	1
330	30	0	2	0
360	30	1	3	0
390	30	-1	3	1
420	30	-1	3	1
450	30	-1	3	2
480	30	-1	2	1
510	30	0	3	0
540	30	0	3	0
570	30	-1	3	1
600	30	0	3	1
630	30	0	2	0
660	30	0	3	0
690	30	0	2	0
720	30	0	2	1
750	30	-1	3	1
780	30	0	3	1
810	30	-1	3	2
840	30	-1	4	3
870	30	-1	3	2
900	30	0	4	0
930	30	0	2	0
960	30	-1	2	1
990	14.163	-1	2	1
