onset	duration	valence	arousal	anxiety
0	30	-2	3	2
30	30	-2	3	2
60	30	-2	3	3
90	30	-3	3	3
120	30	-2	4	3
150	30	-3	3	3
180	30	-5	5	4
210	30	1	3	1
240	30	1	2	1
270	30	1	2	0
300	30	1	3	0
330	30	2	3	0
360	30	2	3	0
390	30	1	3	0
420	30	0	3	1
450	30	-1	2	2
480	30	-1	2	1
510	30	-1	3	2
540	30	-1	3	2
570	30	-1	4	2
600	30	-2	4	3
630	30	-2	4	3
660	30	-2	4	3
690	30	-1	3	2
720	30	1	2	1
750	30	-2	3	2
780	30	3	4	0
810	30	3	3	0
840	30	3	4	0
870	30	3	3	0
900	30	2	2	0
930	30	1	2	0
960	30	2	3	0
990	17.9987	2	2	0
